emp_no,birth_date,first_name,last_name,gender,hire_date,emp_no,dept_no,from_date,to_date,emp_no,salary,from_date,to_date,dept_no,dept_name
10906,1952-02-06,Munehiro,Carrere,F,1994-01-20,10906,d002,1998-10-18,2001-04-25,10906,66204,1998-10-18,1999-10-18,d002,Finance
10906,1952-02-06,Munehiro,Carrere,F,1994-01-20,10906,d002,1998-10-18,2001-04-25,10906,66100,1999-10-18,2000-10-17,d002,Finance
10906,1952-02-06,Munehiro,Carrere,F,1994-01-20,10906,d002,1998-10-18,2001-04-25,10906,69014,2000-10-17,2001-10-17,d002,Finance
10906,1952-02-06,Munehiro,Carrere,F,1994-01-20,10906,d002,1998-10-18,2001-04-25,10906,71378,2001-10-17,9999-01-01,d002,Finance
10912,1952-07-27,Oscal,Fasbender,M,1986-04-23,10912,d002,1986-04-23,1999-09-26,10912,64117,1995-04-21,1996-04-20,d002,Finance
10912,1952-07-27,Oscal,Fasbender,M,1986-04-23,10912,d002,1986-04-23,1999-09-26,10912,66125,1996-04-20,1997-04-20,d002,Finance
10912,1952-07-27,Oscal,Fasbender,M,1986-04-23,10912,d002,1986-04-23,1999-09-26,10912,69905,1997-04-20,1998-04-20,d002,Finance
10912,1952-07-27,Oscal,Fasbender,M,1986-04-23,10912,d002,1986-04-23,1999-09-26,10912,71999,1998-04-20,1999-04-20,d002,Finance
10912,1952-07-27,Oscal,Fasbender,M,1986-04-23,10912,d002,1986-04-23,1999-09-26,10912,76312,1999-04-20,1999-09-26,d002,Finance
10913,1952-09-03,Narain,Thummel,M,1992-06-25,10913,d002,1998-10-25,9999-01-01,10913,62428,1998-10-25,1999-10-25,d002,Finance
10913,1952-09-03,Narain,Thummel,M,1992-06-25,10913,d002,1998-10-25,9999-01-01,10913,66765,1999-10-25,2000-10-24,d002,Finance
10913,1952-09-03,Narain,Thummel,M,1992-06-25,10913,d002,1998-10-25,9999-01-01,10913,68322,2000-10-24,2001-10-24,d002,Finance
10913,1952-09-03,Narain,Thummel,M,1992-06-25,10913,d002,1998-10-25,9999-01-01,10913,70728,2001-10-24,9999-01-01,d002,Finance
10934,1960-05-21,Bartek,Strooper,F,1993-11-11,10934,d002,1995-09-17,9999-01-01,10934,60067,2001-09-15,9999-01-01,d002,Finance
10935,1961-08-09,Morris,Famili,M,1990-03-09,10935,d002,1994-10-17,9999-01-01,10935,62674,1997-10-16,1998-10-16,d002,Finance
10935,1961-08-09,Morris,Famili,M,1990-03-09,10935,d002,1994-10-17,9999-01-01,10935,65768,1998-10-16,1999-10-16,d002,Finance
10935,1961-08-09,Morris,Famili,M,1990-03-09,10935,d002,1994-10-17,9999-01-01,10935,65918,1999-10-16,2000-10-15,d002,Finance
10935,1961-08-09,Morris,Famili,M,1990-03-09,10935,d002,1994-10-17,9999-01-01,10935,69600,2000-10-15,2001-10-15,d002,Finance
10935,1961-08-09,Morris,Famili,M,1990-03-09,10935,d002,1994-10-17,9999-01-01,10935,73771,2001-10-15,9999-01-01,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,60421,1991-06-29,1992-06-28,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,62399,1992-06-28,1993-06-28,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,63072,1993-06-28,1994-06-28,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,63032,1994-06-28,1995-06-28,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,62848,1995-06-28,1996-06-27,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,63988,1996-06-27,1997-06-27,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,63760,1997-06-27,1998-06-27,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,65869,1998-06-27,1999-06-27,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,68323,1999-06-27,2000-06-26,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,70199,2000-06-26,2001-06-26,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,70700,2001-06-26,2002-06-26,d002,Finance
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13,10949,d002,1990-06-29,9999-01-01,10949,73234,2002-06-26,9999-01-01,d002,Finance
10951,1962-01-20,Marco,Iisaku,M,1989-07-06,10951,d002,1989-07-06,9999-01-01,10951,63785,2000-07-03,2001-07-03,d002,Finance
10951,1962-01-20,Marco,Iisaku,M,1989-07-06,10951,d002,1989-07-06,9999-01-01,10951,66777,2001-07-03,2002-07-03,d002,Finance
10951,1962-01-20,Marco,Iisaku,M,1989-07-06,10951,d002,1989-07-06,9999-01-01,10951,70511,2002-07-03,9999-01-01,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,70157,1991-05-05,1992-05-04,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,71165,1992-05-04,1993-05-04,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,71113,1993-05-04,1994-05-04,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,71885,1994-05-04,1995-05-04,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,73646,1995-05-04,1996-05-03,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,73450,1996-05-03,1997-05-03,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,74997,1997-05-03,1998-05-03,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,78677,1998-05-03,1999-05-03,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,80359,1999-05-03,2000-05-02,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,83375,2000-05-02,2001-05-02,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,85674,2001-05-02,2002-05-02,d002,Finance
10964,1962-04-02,Takushi,Bolsens,F,1990-10-11,10964,d002,1991-05-05,9999-01-01,10964,85414,2002-05-02,9999-01-01,d002,Finance
10989,1954-09-08,Sumali,Candan,F,1985-07-20,10989,d002,1985-07-20,9999-01-01,10989,60154,1996-07-17,1997-07-17,d002,Finance
10989,1954-09-08,Sumali,Candan,F,1985-07-20,10989,d002,1985-07-20,9999-01-01,10989,60586,1997-07-17,1998-07-17,d002,Finance
10989,1954-09-08,Sumali,Candan,F,1985-07-20,10989,d002,1985-07-20,9999-01-01,10989,60409,1998-07-17,1999-07-17,d002,Finance
10989,1954-09-08,Sumali,Candan,F,1985-07-20,10989,d002,1985-07-20,9999-01-01,10989,64043,1999-07-17,2000-07-16,d002,Finance
10989,1954-09-08,Sumali,Candan,F,1985-07-20,10989,d002,1985-07-20,9999-01-01,10989,66448,2000-07-16,2001-07-16,d002,Finance
10989,1954-09-08,Sumali,Candan,F,1985-07-20,10989,d002,1985-07-20,9999-01-01,10989,69729,2001-07-16,2002-07-16,d002,Finance
10989,1954-09-08,Sumali,Candan,F,1985-07-20,10989,d002,1985-07-20,9999-01-01,10989,73713,2002-07-16,9999-01-01,d002,Finance
11006,1962-12-26,Christoper,Butterworth,F,1989-08-02,11006,d002,1989-08-02,1990-09-22,11006,63287,1989-08-02,1990-08-02,d002,Finance
11006,1962-12-26,Christoper,Butterworth,F,1989-08-02,11006,d002,1989-08-02,1990-09-22,11006,65188,1990-08-02,1990-09-22,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,77160,1986-12-18,1987-12-18,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,80754,1987-12-18,1988-12-17,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,83843,1988-12-17,1989-12-17,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,86127,1989-12-17,1990-12-17,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,85696,1990-12-17,1991-12-17,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,87991,1991-12-17,1992-12-16,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,88317,1992-12-16,1993-12-16,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,92209,1993-12-16,1994-12-16,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,93544,1994-12-16,1995-12-16,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,93088,1995-12-16,1996-12-15,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,96370,1996-12-15,1997-12-15,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,97289,1997-12-15,1998-12-15,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,98204,1998-12-15,1999-12-15,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,101740,1999-12-15,2000-12-14,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,104012,2000-12-14,2001-12-14,d002,Finance
11010,1963-03-20,Jaques,Narwekar,F,1986-12-18,11010,d002,1986-12-18,9999-01-01,11010,107605,2001-12-14,9999-01-01,d002,Finance
11036,1962-09-04,Muzhong,Greenaway,M,1987-09-02,11036,d002,1988-10-24,9999-01-01,11036,60654,1994-10-23,1995-10-23,d002,Finance
11036,1962-09-04,Muzhong,Greenaway,M,1987-09-02,11036,d002,1988-10-24,9999-01-01,11036,63851,1995-10-23,1996-10-22,d002,Finance
11036,1962-09-04,Muzhong,Greenaway,M,1987-09-02,11036,d002,1988-10-24,9999-01-01,11036,68213,1996-10-22,1997-10-22,d002,Finance
11036,1962-09-04,Muzhong,Greenaway,M,1987-09-02,11036,d002,1988-10-24,9999-01-01,11036,70821,1997-10-22,1998-10-22,d002,Finance
11036,1962-09-04,Muzhong,Greenaway,M,1987-09-02,11036,d002,1988-10-24,9999-01-01,11036,74344,1998-10-22,1999-10-22,d002,Finance
11036,1962-09-04,Muzhong,Greenaway,M,1987-09-02,11036,d002,1988-10-24,9999-01-01,11036,75827,1999-10-22,2000-10-21,d002,Finance
11036,1962-09-04,Muzhong,Greenaway,M,1987-09-02,11036,d002,1988-10-24,9999-01-01,11036,78981,2000-10-21,2001-10-21,d002,Finance
11036,1962-09-04,Muzhong,Greenaway,M,1987-09-02,11036,d002,1988-10-24,9999-01-01,11036,79845,2001-10-21,9999-01-01,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,68001,1994-01-21,1995-01-21,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,71357,1995-01-21,1996-01-21,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,71978,1996-01-21,1997-01-20,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,76348,1997-01-20,1998-01-20,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,75992,1998-01-20,1999-01-20,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,80125,1999-01-20,2000-01-20,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,79717,2000-01-20,2001-01-19,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,81371,2001-01-19,2002-01-19,d002,Finance
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21,11046,d002,1994-01-21,9999-01-01,11046,85410,2002-01-19,9999-01-01,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,81257,1993-02-19,1994-02-19,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,81693,1994-02-19,1995-02-19,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,85742,1995-02-19,1996-02-19,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,86788,1996-02-19,1997-02-18,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,87083,1997-02-18,1998-02-18,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,90658,1998-02-18,1999-02-18,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,94433,1999-02-18,2000-02-18,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,94562,2000-02-18,2001-02-17,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,98334,2001-02-17,2002-02-17,d002,Finance
11061,1954-11-11,Pintsang,Erni,M,1993-02-19,11061,d002,1993-02-19,1997-01-15,11061,101549,2002-02-17,9999-01-01,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,65686,1985-06-17,1986-06-17,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,68918,1986-06-17,1987-06-17,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,71954,1987-06-17,1988-06-16,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,74509,1988-06-16,1989-06-16,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,76936,1989-06-16,1990-06-16,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,79068,1990-06-16,1991-06-16,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,82489,1991-06-16,1992-06-15,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,83487,1992-06-15,1993-06-15,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,87443,1993-06-15,1994-06-15,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,90685,1994-06-15,1995-06-15,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,94551,1995-06-15,1996-06-14,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,96336,1996-06-14,1997-06-14,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,95866,1997-06-14,1998-06-14,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,98125,1998-06-14,1999-06-14,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,102237,1999-06-14,2000-06-13,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,103221,2000-06-13,2001-06-13,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,105928,2001-06-13,2002-06-13,d002,Finance
11081,1952-06-20,Barry,Boyle,M,1985-06-17,11081,d002,1985-06-17,9999-01-01,11081,105429,2002-06-13,9999-01-01,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,90972,1992-10-04,1993-10-04,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,92530,1993-10-04,1994-10-04,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,92752,1994-10-04,1995-10-04,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,94212,1995-10-04,1996-10-03,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,93722,1996-10-03,1997-10-03,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,97478,1997-10-03,1998-10-03,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,97965,1998-10-03,1999-10-03,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,99136,1999-10-03,2000-10-02,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,100245,2000-10-02,2001-10-02,d002,Finance
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27,11083,d002,1992-10-04,1998-05-14,11083,103320,2001-10-02,9999-01-01,d002,Finance
11122,1964-08-12,Aleksandar,Randi,F,1993-10-08,11122,d002,1995-10-15,9999-01-01,11122,62288,1999-10-14,2000-10-13,d002,Finance
11122,1964-08-12,Aleksandar,Randi,F,1993-10-08,11122,d002,1995-10-15,9999-01-01,11122,62744,2000-10-13,2001-10-13,d002,Finance
11122,1964-08-12,Aleksandar,Randi,F,1993-10-08,11122,d002,1995-10-15,9999-01-01,11122,63304,2001-10-13,9999-01-01,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,60217,1993-02-07,1994-02-07,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,63276,1994-02-07,1995-02-07,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,66186,1995-02-07,1996-02-07,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,68190,1996-02-07,1997-02-06,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,69770,1997-02-06,1998-02-06,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,71937,1998-02-06,1999-02-06,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,73572,1999-02-06,2000-02-06,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,75597,2000-02-06,2001-02-05,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,77050,2001-02-05,2002-02-05,d002,Finance
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06,11148,d002,1990-02-08,1991-12-12,11148,79041,2002-02-05,9999-01-01,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,62630,1987-06-29,1988-06-28,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,64079,1988-06-28,1989-06-28,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,66564,1989-06-28,1990-06-28,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,70327,1990-06-28,1991-06-28,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,70985,1991-06-28,1992-06-27,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,73997,1992-06-27,1993-06-27,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,76741,1993-06-27,1994-06-27,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,77623,1994-06-27,1995-06-27,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,81245,1995-06-27,1996-06-26,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,81508,1996-06-26,1997-06-26,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,83356,1997-06-26,1998-06-26,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,87247,1998-06-26,1999-06-26,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,87835,1999-06-26,2000-06-25,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,89667,2000-06-25,2001-06-25,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,91059,2001-06-25,2002-06-25,d002,Finance
11164,1961-01-18,Alain,Limongiello,M,1987-06-29,11164,d002,1987-06-29,1989-12-25,11164,91367,2002-06-25,9999-01-01,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,68049,1988-01-06,1989-01-05,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,70928,1989-01-05,1990-01-05,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,73143,1990-01-05,1991-01-05,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,73835,1991-01-05,1992-01-05,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,76605,1992-01-05,1993-01-04,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,79869,1993-01-04,1994-01-04,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,83438,1994-01-04,1995-01-04,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,83113,1995-01-04,1996-01-04,d002,Finance
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06,11203,d002,1988-01-06,1996-06-15,11203,86783,1996-01-04,1996-06-15,d002,Finance
11273,1961-09-12,Make,Guting,F,1987-10-07,11273,d002,1987-10-07,9999-01-01,11273,62984,1998-10-04,1999-10-04,d002,Finance
11273,1961-09-12,Make,Guting,F,1987-10-07,11273,d002,1987-10-07,9999-01-01,11273,62917,1999-10-04,2000-10-03,d002,Finance
11273,1961-09-12,Make,Guting,F,1987-10-07,11273,d002,1987-10-07,9999-01-01,11273,62666,2000-10-03,2001-10-03,d002,Finance
11273,1961-09-12,Make,Guting,F,1987-10-07,11273,d002,1987-10-07,9999-01-01,11273,62905,2001-10-03,9999-01-01,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,61177,1989-06-29,1990-06-29,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,63519,1990-06-29,1991-06-29,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,67974,1991-06-29,1992-06-28,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,70667,1992-06-28,1993-06-28,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,72220,1993-06-28,1994-06-28,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,75701,1994-06-28,1995-06-28,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,79265,1995-06-28,1996-06-27,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,81594,1996-06-27,1997-06-27,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,83615,1997-06-27,1998-06-27,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,85770,1998-06-27,1999-06-27,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,85656,1999-06-27,2000-06-26,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,89985,2000-06-26,2001-06-26,d002,Finance
11283,1964-02-25,Shmuel,Codenie,M,1987-06-30,11283,d002,1987-06-30,9999-01-01,11283,91902,2001-06-26,2002-06-26,d002,Finance
